,country,purpose,favact,favplace1,favplace2,favplace3,sitem1,sitem2,sitem3,splace1,splace2,splace3,expense,sex,age,year
1452,태국,"여가, 위락, 개별휴가",식도락관광,신촌/ 홍대주변,청담동/ 압구정동,이태원,"향수, 화장품",,,남대문시장,,,168.0,female,21-30,2016
1453,태국,"여가, 위락, 개별휴가",식도락관광,강남역,신촌/ 홍대주변,기타,의류,"향수, 화장품",식료품,동대문시장,이태원시장,명동,642.0,female,21-30,2016
1454,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,명동,에버랜드/ 캐리비안베이,고궁,"향수, 화장품",,,명동,,,1226.0,female,21-30,2016
1457,태국,"여가, 위락, 개별휴가",식도락관광,북촌/ 삼청동,명동,신촌/ 홍대주변,의류,"향수, 화장품","음반, DVD",한국내 공항면세점,명동,"할인점 (이마트, 홈플러스 등)",1996.0,female,21-30,2016
1459,태국,"여가, 위락, 개별휴가",쇼핑,남산/ N 서울타워,고궁,한옥마을 (남산),"향수, 화장품",주류,"인형, 장남감, 게임기",시내면세점,명동,소규모상점,1143.0,female,21-30,2016
1462,태국,"여가, 위락, 개별휴가",쇼핑,신촌/ 홍대주변,명동,강남역,신발류,의류,"향수, 화장품",명동,,,2279.0,female,21-30,2016
1463,태국,"여가, 위락, 개별휴가",쇼핑,명동,에버랜드/ 캐리비안베이,고궁,의류,"인삼, 한약재",김치,한국내 공항면세점,동대문시장,명동,1322.0,female,31-40,2016
1464,태국,쇼핑,뷰티관광,고궁,인사동,이태원,의류,"향수, 화장품",,명동,인사동,,1596.0,female,21-30,2016
1466,태국,"여가, 위락, 개별휴가",쇼핑,춘천 (남이섬),에버랜드/ 캐리비안베이,명동,신발류,의류,시계,동대문시장,명동,소규모상점,681.0,female,21-30,2016
1467,태국,"여가, 위락, 개별휴가",자연경관 감상,에버랜드/ 캐리비안베이,춘천 (남이섬),남대문시장,신발류,의류,"인삼, 한약재",동대문시장,명동,,998.0,female,21-30,2016
1470,태국,"여가, 위락, 개별휴가",쇼핑,박물관 (기념관),인사동,명동,의류,,,시내면세점,명동,기타,1141.0,female,21-30,2016
1471,태국,"여가, 위락, 개별휴가",식도락관광,남산/ N 서울타워,동대문시장,이태원,"향수, 화장품",김치,"인형, 장남감, 게임기",한국내 공항면세점,백화점,동대문시장,1169.0,female,21-30,2016
1473,태국,"여가, 위락, 개별휴가",쇼핑,속초/ 양양,고궁,신촌/ 홍대주변,의류,"향수, 화장품",식료품,한국내 공항면세점,시내면세점,백화점,941.0,female,21-30,2016
1475,태국,"여가, 위락, 개별휴가",자연경관 감상,고궁,명동,신촌/ 홍대주변,"향수, 화장품",,,동대문시장,,,924.0,female,21-30,2016
1476,태국,"여가, 위락, 개별휴가",쇼핑,신촌/ 홍대주변,명동,이태원,신발류,의류,"향수, 화장품",한국내 공항면세점,명동,인사동,6625.0,female,21-30,2016
1477,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,이태원,명동,신촌/ 홍대주변,신발류,의류,보석/ 악세서리,시내면세점,이태원시장,명동,400.0,female,31-40,2016
1478,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,설악산,고궁,춘천 (남이섬),피혁제품,"향수, 화장품",,한국내 공항면세점,동대문시장,명동,1745.0,female,31-40,2016
1479,태국,쇼핑,쇼핑,명동,에버랜드/ 캐리비안베이,,의류,"향수, 화장품",김치,명동,기타,,706.0,female,21-30,2016
1481,태국,"여가, 위락, 개별휴가",자연경관 감상,설악산,고궁,신촌/ 홍대주변,"향수, 화장품",김치,식료품,한국내 공항면세점,"할인점 (이마트, 홈플러스 등)",기타,318.0,female,21-30,2016
1482,태국,"여가, 위락, 개별휴가",테마파크,춘천 (남이섬),남대문시장,동대문시장,"향수, 화장품",식료품,,백화점,동대문시장,명동,1293.0,female,21-30,2016
1484,태국,"여가, 위락, 개별휴가",자연경관 감상,용두산공원 / BIFF광장/ 자갈치,이기대/ 오륙도,태종대,피혁제품,"실크, 섬유류",신발류,한국내 공항면세점,시내면세점,소규모상점,443.0,female,31-40,2016
1486,태국,"여가, 위락, 개별휴가",자연경관 감상,이기대/ 오륙도,달맞이고개,감천문화마을,피혁제품,"실크, 섬유류",신발류,한국내 공항면세점,백화점,"할인점 (이마트, 홈플러스 등)",8677.0,female,31-40,2016
1489,태국,"여가, 위락, 개별휴가",자연경관 감상,춘천 (남이섬),,,"향수, 화장품",식료품,,시내면세점,동대문시장,명동,720.0,female,21-30,2016
1490,태국,"여가, 위락, 개별휴가",자연경관 감상,동대문시장,춘천 (남이섬),명동,"향수, 화장품","인삼, 한약재",스타관련상품,시내면세점,동대문시장,명동,864.0,female,31-40,2016
1491,태국,"여가, 위락, 개별휴가",쇼핑,강남역,동대문시장,인사동,신발류,의류,,백화점,동대문시장,명동,965.0,female,31-40,2016
1493,태국,"여가, 위락, 개별휴가",쇼핑,고궁,충장로,지리산국립공원 (경상도),보석/ 악세서리,,,명동,,,663.0,female,21-30,2016
1494,태국,"여가, 위락, 개별휴가",자연경관 감상,춘천 (남이섬),고궁,에버랜드/ 캐리비안베이,의류,"향수, 화장품",보석/ 악세서리,남대문시장,이태원시장,인사동,634.0,female,21-30,2016
1495,태국,"여가, 위락, 개별휴가",쇼핑,동대문시장,명동,청계천/ 광화문광장,의류,식료품,,남대문시장,동대문시장,명동,1976.0,female,31-40,2016
1497,태국,"친구, 친지 방문","공연, 민속행사, 축제참가 및 관람",잠실 (롯데월드),에버랜드/ 캐리비안베이,서울랜드/ 서울대공원,신발류,의류,,동대문시장,명동,"할인점 (이마트, 홈플러스 등)",2424.0,female,21-30,2016
1498,태국,"여가, 위락, 개별휴가",쇼핑,신촌/ 홍대주변,북촌/ 삼청동,고궁,신발류,의류,"향수, 화장품",백화점,명동,"할인점 (이마트, 홈플러스 등)",1498.0,female,21-30,2016
1499,태국,"친구, 친지 방문",유흥/ 오락,명동,코엑스,강남역,의류,보석/ 악세서리,시계,백화점,이태원시장,명동,560.0,female,21-30,2016
1501,태국,"여가, 위락, 개별휴가",쇼핑,명동,남산/ N 서울타워,고궁,신발류,김치,주류,한국내 공항면세점,명동,소규모상점,807.0,female,21-30,2016
1503,태국,"여가, 위락, 개별휴가",레포츠활동,설악산,신촌/ 홍대주변,잠실 (롯데월드),신발류,의류,식료품,동대문시장,소규모상점,"할인점 (이마트, 홈플러스 등)",1469.0,female,21-30,2016
1505,태국,"친구, 친지 방문",고궁/ 역사 유적지 방문,고궁,한옥마을 (남산),북촌/ 삼청동,신발류,의류,"향수, 화장품",명동,인사동,,717.0,female,21-30,2016
1509,태국,"여가, 위락, 개별휴가",자연경관 감상,DMC/ 월드컵경기장,러브랜드,오설록 (박물관),식료품,,,한국내 공항면세점,시내면세점,명동,908.0,female,21-30,2016
1511,태국,"여가, 위락, 개별휴가",식도락관광,가로수길,한옥마을 (남산),고궁,"향수, 화장품",식료품,스타관련상품,한국내 공항면세점,소규모상점,"할인점 (이마트, 홈플러스 등)",921.0,female,31-40,2016
1513,태국,"여가, 위락, 개별휴가",식도락관광,신촌/ 홍대주변,가로수길,강남역,의류,주류,"음반, DVD",명동,,,2226.0,female,21-30,2016
1518,태국,"여가, 위락, 개별휴가",쇼핑,청담동/ 압구정동,신촌/ 홍대주변,청계천/ 광화문광장,의류,신발류,"향수, 화장품",소규모상점,,,841.0,female,21-30,2016
1519,태국,"여가, 위락, 개별휴가",전통문화체험,춘천 (남이섬),에버랜드/ 캐리비안베이,고궁,"향수, 화장품","인삼, 한약재",김치,명동,,,911.0,female,31-40,2016
1520,태국,"여가, 위락, 개별휴가",테마파크,에버랜드/ 캐리비안베이,동대문시장,명동,의류,"향수, 화장품",식료품,백화점,동대문시장,명동,864.0,female,31-40,2016
1521,태국,"여가, 위락, 개별휴가","온천, 스파",신촌/ 홍대주변,명동,박물관 (기념관),신발류,의류,"향수, 화장품",백화점,명동,,703.0,female,31-40,2016
1522,태국,"여가, 위락, 개별휴가",쇼핑,여의도 (63빌딩),명동,동대문시장,의류,"향수, 화장품","음반, DVD",백화점,명동,,1094.0,female,21-30,2016
1523,태국,사업 또는 전문 활동,업무 수행,명동,,,"향수, 화장품",,,남대문시장,명동,"할인점 (이마트, 홈플러스 등)",356.0,female,31-40,2016
1528,태국,"여가, 위락, 개별휴가",쇼핑,춘천 (남이섬),에버랜드/ 캐리비안베이,남산/ N 서울타워,"향수, 화장품",김치,"음반, DVD",시내면세점,동대문시장,"할인점 (이마트, 홈플러스 등)",1593.0,female,21-30,2016
1529,태국,"여가, 위락, 개별휴가",전통문화체험,명동,고궁,동대문시장,의류,"향수, 화장품","인삼, 한약재",시내면세점,동대문시장,명동,2016.0,female,21-30,2016
1531,태국,쇼핑,쇼핑,동대문시장,명동,남대문시장,"향수, 화장품","인삼, 한약재",,시내면세점,동대문시장,명동,1477.0,female,21-30,2016
1532,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,신촌/ 홍대주변,명동,인사동,의류,"향수, 화장품",식료품,시내면세점,명동,인사동,610.0,female,21-30,2016
1533,태국,쇼핑,쇼핑,남산/ N 서울타워,고궁,신촌/ 홍대주변,"향수, 화장품",보석/ 악세서리,김치,한국내 공항면세점,동대문시장,명동,1327.0,female,21-30,2016
1534,태국,쇼핑,쇼핑,명동,에버랜드/ 캐리비안베이,고궁,"향수, 화장품",식료품,주류,명동,"할인점 (이마트, 홈플러스 등)",소규모상점,554.0,female,21-30,2016
1536,태국,"여가, 위락, 개별휴가",쇼핑,송도,명동,고궁,신발류,의류,"향수, 화장품",명동,,,723.0,female,21-30,2016
1539,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,용두산공원 / BIFF광장/ 자갈치,태종대,국제시장,피혁제품,신발류,"향수, 화장품",한국내 공항면세점,백화점,소규모상점,1446.0,female,31-40,2016
1541,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,광안리/ 광안대교,이기대/ 오륙도,용궁사/ 기장,피혁제품,신발류,"향수, 화장품",한국내 공항면세점,시내면세점,백화점,1474.0,female,31-40,2016
1542,태국,"여가, 위락, 개별휴가",쇼핑,남산/ N 서울타워,강남역,명동,신발류,의류,스타관련상품,백화점,명동,"할인점 (이마트, 홈플러스 등)",867.0,female,31-40,2016
1543,태국,"여가, 위락, 개별휴가",쇼핑,고궁,남산/ N 서울타워,동대문시장,신발류,"향수, 화장품",식료품,백화점,동대문시장,명동,665.0,female,31-40,2016
1544,태국,"친구, 친지 방문","연수, 교육, 연구",용두산공원 / BIFF광장/ 자갈치,박물관 (기념관),감천문화마을,신발류,의류,식료품,명동,소규모상점,"할인점 (이마트, 홈플러스 등)",1590.0,female,21-30,2016
1545,태국,"여가, 위락, 개별휴가",자연경관 감상,한강/ 유람선,명동,신촌/ 홍대주변,신발류,의류,"향수, 화장품",시내면세점,명동,"할인점 (이마트, 홈플러스 등)",2023.0,female,21-30,2016
1547,태국,"여가, 위락, 개별휴가",쇼핑,이태원,북촌/ 삼청동,인사동,의류,"인삼, 한약재",식료품,남대문시장,인사동,"할인점 (이마트, 홈플러스 등)",462.0,female,21-30,2016
1549,태국,"여가, 위락, 개별휴가",테마파크,에버랜드/ 캐리비안베이,동대문시장,월미도/ 차이나타운/ 개항장/ 연안부두,"향수, 화장품","인형, 장남감, 게임기",,백화점,,,751.0,female,21-30,2016
1550,태국,종교 및 순례,쇼핑,고궁,에버랜드/ 캐리비안베이,,신발류,의류,"향수, 화장품",한국내 공항면세점,백화점,명동,1069.0,female,21-30,2016
1551,태국,"여가, 위락, 개별휴가",시티투어 버스 이용,고궁,동대문시장,,의류,"향수, 화장품",,동대문시장,,,29.0,female,21-30,2016
1552,태국,"친구, 친지 방문",유흥/ 오락,신촌/ 홍대주변,감천문화마을,청담동/ 압구정동,의류,"향수, 화장품",보석/ 악세서리,백화점,소규모상점,,1358.0,female,21-30,2016
1554,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,고궁,박물관 (기념관),남산/ N 서울타워,신발류,의류,"자기, 도자기",시내면세점,명동,"할인점 (이마트, 홈플러스 등)",925.0,female,31-40,2016
1556,태국,사업 또는 전문 활동,쇼핑,명동,남산/ N 서울타워,고궁,신발류,"전통민예품,  칠기,  목각제품",,동대문시장,명동,,665.0,female,31-40,2016
1558,태국,"여가, 위락, 개별휴가",테마파크,에버랜드/ 캐리비안베이,명동,청계천/ 광화문광장,"향수, 화장품",식료품,주류,시내면세점,명동,소규모상점,896.0,female,31-40,2016
1560,태국,"여가, 위락, 개별휴가",식도락관광,신촌/ 홍대주변,명동,남산/ N 서울타워,신발류,"향수, 화장품",김치,명동,시내면세점,,1243.0,female,31-40,2016
1563,태국,"여가, 위락, 개별휴가",자연경관 감상,명동,에버랜드/ 캐리비안베이,고궁,의류,"향수, 화장품",식료품,백화점,명동,"할인점 (이마트, 홈플러스 등)",723.0,female,31-40,2016
1565,태국,쇼핑,식도락관광,동대문시장,영종도/ 공항주변/ 인천대교,명동,"향수, 화장품",,,한국내 공항면세점,동대문시장,명동,2312.0,female,21-30,2016
1566,태국,"여가, 위락, 개별휴가",쇼핑,동대문시장,고궁,청계천/ 광화문광장,"향수, 화장품",식료품,,동대문시장,,,1026.0,female,21-30,2016
1567,태국,쇼핑,쇼핑,신촌/ 홍대주변,에버랜드/ 캐리비안베이,코엑스,의류,"향수, 화장품",보석/ 악세서리,시내면세점,명동,,636.0,female,21-30,2016
1574,태국,"여가, 위락, 개별휴가",의료관광,고궁,남대문시장,강남역,신발류,의류,"향수, 화장품",동대문시장,명동,,3510.0,female,31-40,2016
1576,태국,"여가, 위락, 개별휴가",쇼핑,신촌/ 홍대주변,남산/ N 서울타워,명동,"향수, 화장품",식료품,,백화점,동대문시장,이태원시장,872.0,female,21-30,2016
1580,태국,"여가, 위락, 개별휴가",쇼핑,신촌/ 홍대주변,동대문시장,명동,신발류,의류,식료품,"할인점 (이마트, 홈플러스 등)",,,810.0,female,21-30,2016
1582,태국,"여가, 위락, 개별휴가",쇼핑,명동,동대문시장,고궁,"향수, 화장품",스타관련상품,,동대문시장,명동,"할인점 (이마트, 홈플러스 등)",2890.0,female,31-40,2016
1584,태국,"여가, 위락, 개별휴가",쇼핑,신촌/ 홍대주변,고궁,북촌/ 삼청동,신발류,의류,"향수, 화장품",명동,기타,,1597.0,female,21-30,2016
1585,태국,"여가, 위락, 개별휴가",쇼핑,명동,동대문시장,춘천 (남이섬),의류,"향수, 화장품",,명동,기타,,751.0,female,31-40,2016
1588,태국,교육,"연수, 교육, 연구",신촌/ 홍대주변,청담동/ 압구정동,강남역,의류,"향수, 화장품",주류,백화점,기타,,2173.0,female,21-30,2016
1590,태국,"여가, 위락, 개별휴가",쇼핑,고궁,남산/ N 서울타워,한강/ 유람선,신발류,의류,"향수, 화장품",한국내 공항면세점,명동,소규모상점,547.0,female,21-30,2016
1591,태국,"여가, 위락, 개별휴가",유흥/ 오락,신촌/ 홍대주변,가로수길,인사동,신발류,의류,스타관련상품,동대문시장,명동,소규모상점,1584.0,female,21-30,2016
1592,태국,"뷰티, 건강 및 치료",쇼핑,명동,강남역,가로수길,신발류,의류,,명동,,,,female,21-30,2016
1593,태국,"친구, 친지 방문",쇼핑,남대문시장,동대문시장,신촌/ 홍대주변,의류,"향수, 화장품","인형, 장남감, 게임기",백화점,동대문시장,명동,577.0,female,21-30,2016
1595,태국,"여가, 위락, 개별휴가",자연경관 감상,이기대/ 오륙도,용두산공원 / BIFF광장/ 자갈치,감천문화마을,피혁제품,"실크, 섬유류",식료품,한국내 공항면세점,백화점,소규모상점,922.0,female,21-30,2016
1597,태국,"여가, 위락, 개별휴가","공연, 민속행사, 축제참가 및 관람",인사동,신촌/ 홍대주변,DMC/ 월드컵경기장,신발류,의류,"음반, DVD",기타,,,469.0,female,21-30,2016
1598,태국,"여가, 위락, 개별휴가","공연, 민속행사, 축제참가 및 관람",신촌/ 홍대주변,명동,강남역,식료품,"음반, DVD",,동대문시장,명동,,263.0,female,31-40,2016
1599,태국,"여가, 위락, 개별휴가","공연, 민속행사, 축제참가 및 관람",동대문시장,이태원,,신발류,의류,식료품,남대문시장,동대문시장,명동,787.0,female,21-30,2016
1600,태국,"여가, 위락, 개별휴가","공연, 민속행사, 축제참가 및 관람",동대문시장,남산/ N 서울타워,명동,신발류,식료품,,동대문시장,명동,"할인점 (이마트, 홈플러스 등)",1153.0,female,21-30,2016
1601,태국,"여가, 위락, 개별휴가",쇼핑,고궁,남대문시장,한옥마을 (남산),피혁제품,의류,"향수, 화장품",시내면세점,동대문시장,명동,1011.0,female,31-40,2016
1602,태국,"여가, 위락, 개별휴가",쇼핑,박물관 (기념관),동대문시장,강남역,신발류,의류,"향수, 화장품",시내면세점,백화점,,825.0,female,21-30,2016
1603,태국,"여가, 위락, 개별휴가","공연, 민속행사, 축제참가 및 관람",청담동/ 압구정동,가로수길,,신발류,의류,스타관련상품,한국내 공항면세점,명동,,325.0,female,21-30,2016
1604,태국,"친구, 친지 방문",쇼핑,동대문시장,고궁,박물관 (기념관),"향수, 화장품","인삼, 한약재",김치,백화점,소규모상점,"할인점 (이마트, 홈플러스 등)",576.0,female,21-30,2016
1606,태국,사업 또는 전문 활동,쇼핑,명동,안산 (대부도/ 시화호),,의류,"향수, 화장품","인삼, 한약재",한국내 공항면세점,소규모상점,,173.0,female,21-30,2016
1607,태국,사업 또는 전문 활동,쇼핑,송도,,,"전통민예품,  칠기,  목각제품",,,"할인점 (이마트, 홈플러스 등)",,,893.0,female,21-30,2016
1609,태국,"여가, 위락, 개별휴가",식도락관광,남산/ N 서울타워,이태원,고궁,의류,"향수, 화장품",식료품,시내면세점,동대문시장,명동,792.0,female,21-30,2016
1610,태국,"여가, 위락, 개별휴가",테마파크,고궁,박물관 (기념관),남산/ N 서울타워,"향수, 화장품","인삼, 한약재",,한국내 공항면세점,동대문시장,,1440.0,female,31-40,2016
1611,태국,교육,쇼핑,남산/ N 서울타워,기타,고궁,의류,"향수, 화장품","음반, DVD",명동,"할인점 (이마트, 홈플러스 등)",,1757.0,female,21-30,2016
1614,태국,"여가, 위락, 개별휴가",쇼핑,고궁,박물관 (기념관),청담동/ 압구정동,의류,"향수, 화장품",,인사동,소규모상점,,936.0,female,31-40,2016
1615,태국,쇼핑,식도락관광,명동,,,의류,"향수, 화장품",식료품,명동,,,490.0,female,31-40,2016
1619,태국,"여가, 위락, 개별휴가",자연경관 감상,고궁,명동,강남역,신발류,의류,"향수, 화장품",동대문시장,,,420.0,female,21-30,2016
1622,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,명동,고궁,북촌/ 삼청동,"향수, 화장품",김치,,명동,"할인점 (이마트, 홈플러스 등)",,965.0,female,21-30,2016
1623,태국,교육,"연수, 교육, 연구",월미도/ 차이나타운/ 개항장/ 연안부두,영종도/ 공항주변/ 인천대교,고궁,의류,"향수, 화장품",식료품,백화점,소규모상점,"할인점 (이마트, 홈플러스 등)",1166.0,female,21-30,2016
1624,태국,"친구, 친지 방문",쇼핑,한강/ 유람선,테디베어 박물관,천안 (독립 기념관),의류,"향수, 화장품",식료품,"할인점 (이마트, 홈플러스 등)",,,1152.0,female,21-30,2016
1628,태국,"여가, 위락, 개별휴가",쇼핑,에버랜드/ 캐리비안베이,춘천 (남이섬),명동,의류,"향수, 화장품",보석/ 악세서리,남대문시장,동대문시장,명동,580.0,female,21-30,2016
1630,태국,"여가, 위락, 개별휴가",유흥/ 오락,명동,청담동/ 압구정동,가로수길,신발류,"향수, 화장품","음반, DVD",백화점,명동,소규모상점,691.0,female,21-30,2016
1633,태국,"여가, 위락, 개별휴가",쇼핑,신촌/ 홍대주변,강남역,명동,신발류,의류,,남대문시장,동대문시장,,887.0,female,21-30,2016
1634,태국,"뷰티, 건강 및 치료",쇼핑,명동,가로수길,남산/ N 서울타워,신발류,"향수, 화장품",스타관련상품,백화점,명동,인사동,868.0,female,21-30,2016
1635,태국,"친구, 친지 방문",쇼핑,남산/ N 서울타워,명동,고궁,의류,"향수, 화장품","인삼, 한약재",한국내 공항면세점,백화점,명동,230.0,female,31-40,2016
1638,태국,"여가, 위락, 개별휴가",식도락관광,신촌/ 홍대주변,명동,청계천/ 광화문광장,의류,"향수, 화장품",김치,명동,소규모상점,,346.0,female,31-40,2016
1641,태국,쇼핑,유흥/ 오락,남산/ N 서울타워,남대문시장,동대문시장,신발류,시계,김치,동대문시장,명동,,1433.0,female,21-30,2016
1644,태국,쇼핑,쇼핑,명동,강남역,한강/ 유람선,피혁제품,신발류,의류,한국내 공항면세점,백화점,명동,4693.0,female,21-30,2016
1647,태국,"여가, 위락, 개별휴가",유흥/ 오락,남산/ N 서울타워,명동,코엑스,신발류,"향수, 화장품","음반, DVD",동대문시장,명동,,407.0,female,21-30,2016
1648,태국,"여가, 위락, 개별휴가",쇼핑,남산/ N 서울타워,에버랜드/ 캐리비안베이,,"향수, 화장품",김치,식료품,백화점,명동,"할인점 (이마트, 홈플러스 등)",590.0,female,21-30,2016
1650,태국,"여가, 위락, 개별휴가",자연경관 감상,신촌/ 홍대주변,가로수길,명동,신발류,의류,"향수, 화장품",동대문시장,명동,"할인점 (이마트, 홈플러스 등)",987.0,female,21-30,2016
1652,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,고궁,,,"향수, 화장품",김치,식료품,한국내 공항면세점,명동,소규모상점,900.0,female,21-30,2016
1655,태국,"여가, 위락, 개별휴가",자연경관 감상,고궁,인사동,남산/ N 서울타워,의류,"인삼, 한약재",,시내면세점,백화점,명동,1124.0,female,31-40,2016
1657,태국,"여가, 위락, 개별휴가",자연경관 감상,동대문시장,신촌/ 홍대주변,남산/ N 서울타워,"향수, 화장품","인삼, 한약재",스타관련상품,한국내 공항면세점,명동,"할인점 (이마트, 홈플러스 등)",351.0,female,21-30,2016
1658,태국,"여가, 위락, 개별휴가",시티투어 버스 이용,한강/ 유람선,명동,코엑스,신발류,"음반, DVD",,명동,,,407.0,female,21-30,2016
1659,태국,"여가, 위락, 개별휴가",식도락관광,남산/ N 서울타워,명동,강남역,의류,"향수, 화장품","음반, DVD",한국내 공항면세점,소규모상점,,590.0,female,31-40,2016
1660,태국,"여가, 위락, 개별휴가",쇼핑,명동,동대문시장,강남역,의류,"향수, 화장품","서적, 잡지, 문구류",백화점,명동,"할인점 (이마트, 홈플러스 등)",1012.0,female,31-40,2016
1661,태국,"여가, 위락, 개별휴가",쇼핑,신촌/ 홍대주변,강남역,명동,의류,"향수, 화장품",식료품,동대문시장,명동,기타,955.0,female,21-30,2016
1662,태국,교육,레포츠활동,청계천/ 광화문광장,코엑스,에버랜드/ 캐리비안베이,피혁제품,담배,"서적, 잡지, 문구류",인사동,소규모상점,"할인점 (이마트, 홈플러스 등)",815.0,female,21-30,2016
1663,태국,쇼핑,쇼핑,명동,이태원,한강/ 유람선,신발류,의류,"향수, 화장품",이태원시장,명동,소규모상점,1293.0,female,21-30,2016
1665,태국,"친구, 친지 방문",쇼핑,전주 (한옥마을),서문시장,설악산,의류,"향수, 화장품",식료품,백화점,소규모상점,"할인점 (이마트, 홈플러스 등)",421.0,female,31-40,2016
1667,태국,종교 및 순례,식도락관광,고궁,동대문시장,강남역,"향수, 화장품",,,동대문시장,명동,,380.0,female,21-30,2016
1672,태국,쇼핑,쇼핑,신촌/ 홍대주변,명동,동대문시장,의류,"향수, 화장품",보석/ 악세서리,동대문시장,,,2473.0,female,31-40,2016
1673,태국,쇼핑,자연경관 감상,에버랜드/ 캐리비안베이,신촌/ 홍대주변,동대문시장,"음반, DVD",스타관련상품,,동대문시장,명동,,1127.0,female,21-30,2016
1678,태국,쇼핑,쇼핑,동대문시장,에버랜드/ 캐리비안베이,남산/ N 서울타워,"향수, 화장품",시계,김치,한국내 공항면세점,,,559.0,female,21-30,2016
1681,태국,쇼핑,쇼핑,명동,신촌/ 홍대주변,남산/ N 서울타워,의류,"향수, 화장품",,동대문시장,명동,기타,618.0,female,21-30,2016
1682,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,동해/ 삼척,한강/ 유람선,명동,의류,"향수, 화장품",,동대문시장,명동,인사동,703.0,female,31-40,2016
1683,태국,"친구, 친지 방문",쇼핑,신촌/ 홍대주변,고궁,한강/ 유람선,신발류,의류,"향수, 화장품",명동,인사동,소규모상점,1895.0,female,21-30,2016
1684,태국,"여가, 위락, 개별휴가",쇼핑,명동,강남역,,"향수, 화장품",,,명동,,,3308.0,female,21-30,2016
1685,태국,"여가, 위락, 개별휴가",쇼핑,신촌/ 홍대주변,청담동/ 압구정동,한강/ 유람선,의류,"향수, 화장품",식료품,백화점,명동,소규모상점,843.0,female,21-30,2016
1687,태국,쇼핑,쇼핑,명동,기타,신촌/ 홍대주변,신발류,"향수, 화장품",식료품,명동,인사동,"할인점 (이마트, 홈플러스 등)",410.0,female,21-30,2016
1688,태국,"여가, 위락, 개별휴가",쇼핑,동대문시장,고궁,,"향수, 화장품","인삼, 한약재",김치,한국내 공항면세점,시내면세점,동대문시장,616.0,female,21-30,2016
1690,태국,"여가, 위락, 개별휴가",쇼핑,동대문시장,남대문시장,고궁,신발류,의류,"인삼, 한약재",한국내 공항면세점,백화점,동대문시장,1405.0,female,31-40,2016
1692,태국,"여가, 위락, 개별휴가",쇼핑,에버랜드/ 캐리비안베이,동대문시장,고궁,신발류,,,백화점,동대문시장,명동,927.0,female,21-30,2016
1693,태국,"여가, 위락, 개별휴가",고궁/ 역사 유적지 방문,고궁,박물관 (기념관),남산/ N 서울타워,의류,"향수, 화장품",주류,백화점,동대문시장,명동,869.0,female,21-30,2016
1695,태국,"여가, 위락, 개별휴가","공연, 민속행사, 축제참가 및 관람",이기대/ 오륙도,광안리/ 광안대교,감천문화마을,피혁제품,"실크, 섬유류",신발류,한국내 공항면세점,백화점,소규모상점,0.0,female,21-30,2016
1698,태국,"여가, 위락, 개별휴가",쇼핑,에버랜드/ 캐리비안베이,명동,인사동,"향수, 화장품","인삼, 한약재",김치,시내면세점,명동,,534.0,female,31-40,2016
1699,태국,종교 및 순례,식도락관광,에버랜드/ 캐리비안베이,명동,기타,신발류,의류,식료품,시내면세점,백화점,남대문시장,759.0,female,21-30,2016
1701,태국,교육,자연경관 감상,감천문화마을,신촌/ 홍대주변,"담양 (죽녹원, 메타세과이아 가로수길)",신발류,의류,"전자, 전기제품",한국내 공항면세점,인사동,기타,1405.0,female,21-30,2016
1704,태국,"여가, 위락, 개별휴가",자연경관 감상,신촌/ 홍대주변,북촌/ 삼청동,박물관 (기념관),"향수, 화장품",식료품,"서적, 잡지, 문구류",동대문시장,명동,인사동,422.0,female,21-30,2016
1705,태국,"여가, 위락, 개별휴가",시티투어 버스 이용,북촌/ 삼청동,해운대 해수욕장/ 누리마루APEC 하우스,인사동,"향수, 화장품",주류,,명동,,,717.0,female,31-40,2016
1706,태국,"여가, 위락, 개별휴가",쇼핑,신촌/ 홍대주변,명동,이태원,신발류,의류,"향수, 화장품",시내면세점,명동,"할인점 (이마트, 홈플러스 등)",913.0,female,21-30,2016
1708,태국,"여가, 위락, 개별휴가",쇼핑,명동,동대문시장,신촌/ 홍대주변,"향수, 화장품",,,명동,,,723.0,female,21-30,2016
1709,태국,"여가, 위락, 개별휴가","공연, 민속행사, 축제참가 및 관람",명동,코엑스,신촌/ 홍대주변,의류,"서적, 잡지, 문구류",스타관련상품,한국내 공항면세점,명동,"할인점 (이마트, 홈플러스 등)",466.0,female,21-30,2016
1711,태국,"친구, 친지 방문",쇼핑,이태원,한강/ 유람선,기타,의류,김치,주류,한국내 공항면세점,이태원시장,,168.0,female,31-40,2016
